"","chrom","ConsensusID","n_calls_group","n_programs_group","n_PASS_group","n_ind_group","start_plus_CI_group","start_minus_CI_group","end_plus_CI_group","end_minus_CI_group","pass"
"20384","NC_044067.1",20384,1,1,0,1,1224908,824886,18529753,18129731,FALSE
"20385","NC_044067.1",20385,2,2,0,1,1282110,882044,11448956,11048890,FALSE
"20386","NC_044067.1",20386,3,2,0,2,1316750,1003637,5367510,5100337,FALSE
"20387","NC_044067.1",20387,1,1,0,1,1258996,922162,9679363,9342529,FALSE
"20388","NC_044067.1",20388,1,1,0,1,1142959,1053891,3369672,3280604,FALSE
"20389","NC_044067.1",20389,1,1,0,1,1118394,1117730,1120275,1119611,FALSE
"20390","NC_044067.1",20390,8,3,0,5,1748758,985069,21816031,20309568,FALSE
"20391","NC_044067.1",20391,1,1,0,1,1429697,1029697,14300408,13900408,FALSE
"20392","NC_044067.1",20392,2,2,0,1,1269539,1269517,1270092,1270070,FALSE
"20393","NC_044067.1",20393,121,3,16,52,1292528,1264913,1567026,1536197,TRUE
"20394","NC_044067.1",20394,3,2,0,2,1517603,1078289,22975460,22217354,FALSE
"20395","NC_044067.1",20395,2,2,0,1,1306497,1255631,2578163,2527297,FALSE
"20396","NC_044067.1",20396,1917,3,401,280,1318622,1274925,1568207,1533487,TRUE
"20397","NC_044067.1",20397,1,1,0,1,1300309,1290341,1527752,1517784,FALSE
"20398","NC_044067.1",20398,10,2,0,5,1301499,1292864,1516058,1507431,FALSE
"20399","NC_044067.1",20399,317,3,104,169,1318622,1291470,1568207,1542344,TRUE
"20400","NC_044067.1",20400,2,1,0,2,1336425,1326483,1563628,1553650,FALSE
"20401","NC_044067.1",20401,49,3,0,43,1409555,1398552,1563677,1555124,FALSE
"20402","NC_044067.1",20402,2,1,0,2,1611107,1210347,19208986,18808190,FALSE
"20403","NC_044067.1",20403,4,3,0,2,1452370,1446925,1560647,1555279,FALSE
"20404","NC_044067.1",20404,39,3,1,24,1454569,1447510,1546633,1539999,TRUE
"20405","NC_044067.1",20405,72,3,14,50,1459564,1455161,1544093,1539493,TRUE
"20406","NC_044067.1",20406,12,3,2,4,1464901,1461119,1538462,1534680,FALSE
"20407","NC_044067.1",20407,104,3,1,65,1472802,1467549,1551573,1544662,TRUE
"20408","NC_044067.1",20408,31,3,0,22,1473669,1468468,1541952,1536524,FALSE
"20409","NC_044067.1",20409,189,3,7,115,1479597,1469580,1563024,1554920,TRUE
"20410","NC_044067.1",20410,110,3,10,72,1483400,1474273,1546639,1539105,TRUE
"20411","NC_044067.1",20411,1100,3,114,236,1484393,1472153,1561711,1547962,TRUE
"20412","NC_044067.1",20412,1,1,0,1,1482841,1479925,1534596,1531680,FALSE
"20413","NC_044067.1",20413,139,3,11,86,1483909,1475208,1546027,1538842,TRUE
"20414","NC_044067.1",20414,78,2,0,36,1483720,1481508,1538413,1536225,FALSE
"20415","NC_044067.1",20415,13,1,0,13,1491081,1486350,1553126,1549485,FALSE
"20416","NC_044067.1",20416,11,3,1,8,1492310,1488186,1542226,1537344,FALSE
"20417","NC_044067.1",20417,15,3,0,6,1492674,1487883,1589489,1584759,FALSE
"20418","NC_044067.1",20418,156,3,17,112,1524138,1520674,1541417,1537822,TRUE
"20419","NC_044067.1",20419,3,3,3,1,1521897,1521151,1537941,1537195,FALSE
"20420","NC_044067.1",20420,20,3,0,18,1524208,1521130,1549534,1547235,FALSE
"20421","NC_044067.1",20421,707,3,124,194,1527411,1521367,1563839,1557402,TRUE
"20422","NC_044067.1",20422,57,3,3,34,1524436,1522337,1547167,1545059,TRUE
"20423","NC_044067.1",20423,4,2,0,3,1976011,1324640,17378914,16497410,FALSE
"20424","NC_044067.1",20424,5,3,1,3,1527068,1525466,1545704,1544099,FALSE
"20425","NC_044067.1",20425,72,3,2,48,1759067,1343354,11012095,10485254,TRUE
"20426","NC_044067.1",20426,53,3,7,33,1534123,1530471,1559435,1555993,TRUE
"20427","NC_044067.1",20427,37,3,2,32,1533739,1530959,1545403,1543432,TRUE
"20428","NC_044067.1",20428,156,3,12,70,1535179,1532538,1543347,1540831,TRUE
"20429","NC_044067.1",20429,135,3,12,78,1536501,1532482,1553778,1550231,TRUE
"20430","NC_044067.1",20430,3,1,0,3,1537052,1535919,1541070,1540092,FALSE
"20431","NC_044067.1",20431,176,3,17,96,1537437,1533506,1552802,1549522,TRUE
"20432","NC_044067.1",20432,1,1,0,1,1539468,1537854,1565927,1564313,FALSE
"20433","NC_044067.1",20433,1,1,0,1,1541724,1539172,1587594,1585042,FALSE
"20434","NC_044067.1",20434,2,2,0,1,1540894,1540002,1563200,1562308,FALSE
"20435","NC_044067.1",20435,8,3,0,7,1543735,1540555,1600905,1597725,FALSE
"20436","NC_044067.1",20436,19,3,0,10,1544524,1543712,1544849,1544037,FALSE
"20437","NC_044067.1",20437,6,2,0,3,1544422,1543892,1557669,1557139,FALSE
"20438","NC_044067.1",20438,10,3,1,6,1548861,1546399,1585040,1582351,FALSE
"20439","NC_044067.1",20439,35,3,3,32,1552744,1550151,1587431,1583110,TRUE
"20440","NC_044067.1",20440,6,2,0,3,1551660,1551424,1557558,1557322,FALSE
"20441","NC_044067.1",20441,2,2,0,1,1551667,1551417,1557893,1557643,FALSE
"20442","NC_044067.1",20442,2,1,0,2,1554184,1551438,1600534,1597788,FALSE
"20443","NC_044067.1",20443,90,3,6,42,1562976,1562024,1565267,1564315,TRUE
"20444","NC_044067.1",20444,5,1,0,5,1639606,1576382,3198284,3123718,FALSE
"20445","NC_044067.1",20445,3,1,0,3,1639452,1580606,3084849,3026003,FALSE
"20446","NC_044067.1",20446,1,1,0,1,1820997,1420985,12481647,12081635,FALSE
"20447","NC_044067.1",20447,1,1,0,1,1770391,1472057,9228763,8930429,FALSE
"20448","NC_044067.1",20448,2,1,0,2,1635511,1635502,1635650,1635641,FALSE
"20449","NC_044067.1",20449,1,1,0,1,1868248,1468242,13805649,13405643,FALSE
"20450","NC_044067.1",20450,3,1,0,3,2124554,1523311,10315224,9925101,FALSE
"20451","NC_044067.1",20451,1,1,0,1,1706252,1700869,1840790,1835407,FALSE
"20452","NC_044067.1",20452,4,3,0,3,2019433,1518807,22822073,21980060,FALSE
"20453","NC_044067.1",20453,1,1,0,1,1878887,1564585,9736441,9422139,FALSE
"20454","NC_044067.1",20454,30,2,0,20,1821090,1643139,6269765,6091817,FALSE
"20455","NC_044067.1",20455,1,1,0,1,1941968,1541968,15748833,15348833,FALSE
"20456","NC_044067.1",20456,7,2,0,4,2290773,1546169,23571588,22715484,FALSE
"20457","NC_044067.1",20457,8,3,2,3,1758125,1757335,1761540,1760665,FALSE
"20458","NC_044067.1",20458,1,1,0,1,1967564,1567552,14212045,13812033,FALSE
"20459","NC_044067.1",20459,2,2,0,1,1782677,1782577,1785085,1784985,FALSE
"20460","NC_044067.1",20460,3,1,0,3,1833777,1740267,4171508,4077998,FALSE
"20461","NC_044067.1",20461,1,1,0,1,1790127,1790075,1791303,1791251,FALSE
"20462","NC_044067.1",20462,1,1,0,1,1790266,1790236,1790997,1790967,FALSE
"20463","NC_044067.1",20463,1,1,0,1,1890401,1696721,6732379,6538699,FALSE
"20464","NC_044067.1",20464,10,3,1,2,1809500,1808615,1810844,1809937,FALSE
"20465","NC_044067.1",20465,1,1,0,1,1815246,1815236,1815430,1815420,FALSE
"20466","NC_044067.1",20466,1,1,0,1,1817184,1817110,1819019,1818945,FALSE
"20467","NC_044067.1",20467,1,1,0,1,1896369,1754953,5431751,5290335,FALSE
"20468","NC_044067.1",20468,2,2,0,2,2094319,1715659,7896181,7548583,FALSE
"20469","NC_044067.1",20469,6,2,0,5,2540015,1420985,12481647,11233520,FALSE
"20470","NC_044067.1",20470,4,2,0,2,2320367,1683934,15027633,14475290,FALSE
"20471","NC_044067.1",20471,5,1,0,5,2790689,1705547,19440329,18728561,FALSE
"20472","NC_044067.1",20472,2,2,0,1,1952659,1916049,2867924,2831314,FALSE
"20473","NC_044067.1",20473,3,2,0,2,2088521,1870305,5202224,5045332,FALSE
"20474","NC_044067.1",20474,3,2,0,2,2267431,1916085,8430004,7966494,FALSE
"20475","NC_044067.1",20475,2,2,0,1,2118184,1966754,5903767,5752337,FALSE
"20476","NC_044067.1",20476,2,2,0,1,2251198,1851198,21421196,21021196,FALSE
"20477","NC_044067.1",20477,1,1,0,1,2253150,1853150,20011239,19611239,FALSE
"20478","NC_044067.1",20478,183,3,9,118,2056490,2055856,2056851,2056217,TRUE
"20479","NC_044067.1",20479,4,1,0,4,2538374,1541968,16180640,15348833,FALSE
"20480","NC_044067.1",20480,3,1,0,3,2935609,1912575,21139469,20318783,FALSE
"20481","NC_044067.1",20481,2,2,0,2,2323829,2071817,6316957,6111728,FALSE
"20482","NC_044067.1",20482,3,1,0,3,2223387,2223378,2223500,2223491,FALSE
"20483","NC_044067.1",20483,1,1,0,1,2269864,2184258,4409900,4324294,FALSE
"20484","NC_044067.1",20484,1,1,0,1,2321805,2133023,7041360,6852578,FALSE
"20485","NC_044067.1",20485,1,1,0,1,2263607,2262515,2290896,2289804,FALSE
"20486","NC_044067.1",20486,12,3,8,2,2287857,2286884,2292858,2291942,FALSE
"20487","NC_044067.1",20487,1,1,0,1,2309710,2309680,2310475,2310445,FALSE
"20488","NC_044067.1",20488,1,1,0,1,2309970,2309940,2310593,2310563,FALSE
"20489","NC_044067.1",20489,116,2,23,114,2310456,2310108,2310695,2310627,TRUE
"20490","NC_044067.1",20490,4,1,0,4,2310364,2310348,2310585,2310575,FALSE
"20491","NC_044067.1",20491,99,1,24,99,2310412,2310400,2310584,2310572,FALSE
"20492","NC_044067.1",20492,3,3,1,1,2337463,2336867,2337932,2337336,FALSE
"20493","NC_044067.1",20493,1,1,0,1,2368184,2345643,2931663,2909122,FALSE
"20494","NC_044067.1",20494,6,3,0,3,2804446,2200693,13775240,13206710,FALSE
"20495","NC_044067.1",20495,165,2,11,89,2401259,2401253,2401379,2401373,TRUE
"20496","NC_044067.1",20496,8,3,0,3,2439442,2438442,2441061,2440061,FALSE
"20497","NC_044067.1",20497,6,2,0,3,2438789,2438779,2438953,2438943,FALSE
"20498","NC_044067.1",20498,18,2,2,13,2507493,2507405,2509659,2509571,FALSE
"20499","NC_044067.1",20499,3,1,0,3,3137829,2334463,12387001,11851618,FALSE
"20500","NC_044067.1",20500,14,3,0,9,2591712,2591044,2592051,2591383,FALSE
"20501","NC_044067.1",20501,2,2,0,2,2985803,2412312,23360044,22564609,FALSE
"20502","NC_044067.1",20502,1,1,0,1,2641510,2627096,2985036,2970622,FALSE
"20503","NC_044067.1",20503,1,1,0,1,2703741,2595338,5413578,5305175,FALSE
"20504","NC_044067.1",20504,1,1,0,1,2893797,2493739,21698968,21298910,FALSE
"20505","NC_044067.1",20505,2,2,0,1,2947318,2547318,15980655,15580655,FALSE
"20506","NC_044067.1",20506,4,2,0,1,2793611,2793329,2797329,2797173,FALSE
"20507","NC_044067.1",20507,3,1,0,3,3030017,2050873,19620473,18969753,FALSE
"20508","NC_044067.1",20508,1,1,0,1,2842535,2842484,2843445,2843394,FALSE
"20509","NC_044067.1",20509,1,1,0,1,2931053,2823018,5629896,5521861,FALSE
"20510","NC_044067.1",20510,2,2,0,1,2978162,2776306,8024287,7822431,FALSE
"20511","NC_044067.1",20511,2,2,0,1,2956501,2824770,6249164,6117433,FALSE
"20512","NC_044067.1",20512,1,1,0,1,2900969,2899843,2907383,2906257,FALSE
"20513","NC_044067.1",20513,698,3,299,285,2903860,2901639,2908833,2907522,TRUE
"20514","NC_044067.1",20514,3,3,0,1,2903945,2902776,2905870,2904700,FALSE
"20515","NC_044067.1",20515,5,3,3,1,2913829,2913233,2914570,2913974,FALSE
"20516","NC_044067.1",20516,735,3,284,170,3326847,2299095,21139469,20318783,TRUE
"20517","NC_044067.1",20517,2,2,0,1,3004083,2861201,6576123,6433241,FALSE
"20518","NC_044067.1",20518,3,3,0,1,2940482,2939798,2941869,2941185,FALSE
"20519","NC_044067.1",20519,4,1,0,4,2958902,2957766,2967479,2966309,FALSE
"20520","NC_044067.1",20520,10,3,0,4,3014243,3010147,3092282,3088186,FALSE
"20521","NC_044067.1",20521,12,2,4,11,3025965,3021640,3111656,3107269,FALSE
"20522","NC_044067.1",20522,70,3,4,31,3031754,3027375,3116032,3111726,TRUE
"20523","NC_044067.1",20523,11,3,1,6,3029943,3029113,3031269,3030433,FALSE
"20524","NC_044067.1",20524,2,2,0,1,3037461,3034217,3118570,3115326,FALSE
"20525","NC_044067.1",20525,5,1,0,5,3054554,3050065,3145780,3141356,FALSE
"20526","NC_044067.1",20526,1,1,0,1,3053489,3051147,3093187,3090845,FALSE
"20527","NC_044067.1",20527,75,3,9,33,3061529,3060193,3068554,3067260,TRUE
"20528","NC_044067.1",20528,14,2,0,7,3113363,3113339,3113893,3113869,FALSE
"20529","NC_044067.1",20529,27,3,2,11,3117464,3116375,3121573,3120492,FALSE
"20530","NC_044067.1",20530,1,1,0,1,3117899,3115785,3153814,3151700,FALSE
"20531","NC_044067.1",20531,1,1,0,1,3153900,3151242,3201712,3199054,FALSE
"20532","NC_044067.1",20532,1,1,0,1,3376349,2976347,21677189,21277187,FALSE
"20533","NC_044067.1",20533,1,1,0,1,3367513,3028641,11839306,11500434,FALSE
"20534","NC_044067.1",20534,1,1,0,1,3493991,3093317,20378739,19978065,FALSE
"20535","NC_044067.1",20535,1,1,0,1,3294629,3294537,3296947,3296855,FALSE
"20536","NC_044067.1",20536,4,2,0,3,4028757,3131808,14011690,13372029,FALSE
"20537","NC_044067.1",20537,3,3,1,1,3392863,3292083,5894139,5793359,FALSE
"20538","NC_044067.1",20538,2,1,0,2,3772308,3161085,22551922,21976993,FALSE
"20539","NC_044067.1",20539,75,3,0,48,3377771,3376941,3378078,3377248,FALSE
"20540","NC_044067.1",20540,1,1,0,1,3577560,3177516,15911878,15511834,FALSE
"20541","NC_044067.1",20541,1,1,0,1,3413242,3351281,4961665,4899704,FALSE
"20542","NC_044067.1",20542,6,3,1,1,3412883,3411747,3416145,3415157,FALSE
"20543","NC_044067.1",20543,1,1,0,1,3416832,3416500,3425140,3424808,FALSE
"20544","NC_044067.1",20544,1,1,0,1,3472640,3435417,4402953,4365730,FALSE
"20545","NC_044067.1",20545,1,1,0,1,3454879,3453267,3495130,3493518,FALSE
"20546","NC_044067.1",20546,4,2,0,3,3992145,3321293,17320292,16439669,FALSE
"20547","NC_044067.1",20547,1,1,0,1,3603901,3603757,3607512,3607368,FALSE
"20548","NC_044067.1",20548,6,3,0,5,4242106,3177516,15911878,14666355,FALSE
"20549","NC_044067.1",20549,1,1,0,1,3670383,3627923,4731873,4689413,FALSE
"20550","NC_044067.1",20550,1,1,0,1,3666303,3663714,3730179,3727590,FALSE
"20551","NC_044067.1",20551,1,1,0,1,3906433,3506433,17931735,17531735,FALSE
"20552","NC_044067.1",20552,1,1,0,1,3716243,3716228,3716605,3716590,FALSE
"20553","NC_044067.1",20553,2,2,0,1,3996192,3596192,20902658,20502658,FALSE
"20554","NC_044067.1",20554,2,1,0,2,4187658,3624491,12847993,12210432,FALSE
"20555","NC_044067.1",20555,1,1,0,1,4023302,3623302,21825239,21425239,FALSE
"20556","NC_044067.1",20556,4,3,0,3,4441008,3626574,19615726,18935129,FALSE
"20557","NC_044067.1",20557,1,1,0,1,3839016,3814553,4450535,4426072,FALSE
"20558","NC_044067.1",20558,104,3,19,79,3891320,3890023,3895371,3894100,TRUE
"20559","NC_044067.1",20559,1,1,0,1,4069484,3754495,11943618,11628629,FALSE
"20560","NC_044067.1",20560,1,1,0,1,4073211,3821892,10356176,10104857,FALSE
"20561","NC_044067.1",20561,2,2,0,1,4024516,3978366,5178270,5132120,FALSE
"20562","NC_044067.1",20562,2,2,0,2,4410079,3830970,20449252,20028367,FALSE
"20563","NC_044067.1",20563,2,2,0,1,4031841,4031835,4031992,4031986,FALSE
"20564","NC_044067.1",20564,2,2,0,1,4050580,4049886,4067938,4067244,FALSE
"20565","NC_044067.1",20565,4,3,0,1,4096178,4095334,4100074,4099230,FALSE
"20566","NC_044067.1",20566,2,2,0,1,4134629,4134448,4139123,4138942,FALSE
"20567","NC_044067.1",20567,11,3,1,6,4195094,4194167,4195380,4194564,FALSE
"20568","NC_044067.1",20568,2,2,0,1,4411972,4011972,24220238,23820238,FALSE
"20569","NC_044067.1",20569,1,1,0,1,4220874,4220868,4221029,4221023,FALSE
"20570","NC_044067.1",20570,186,2,2,147,4220936,4220931,4221041,4221033,TRUE
"20571","NC_044067.1",20571,3,1,0,3,4564679,4097254,10605448,10129020,FALSE
"20572","NC_044067.1",20572,728,3,491,289,4250741,4235689,4603341,4588289,TRUE
"20573","NC_044067.1",20573,4,2,0,3,4792421,4166573,16384579,15507247,FALSE
"20574","NC_044067.1",20574,1,1,0,1,4434315,4301510,7754381,7621576,FALSE
"20575","NC_044067.1",20575,14,2,0,13,4706639,4236528,12012952,11674493,FALSE
"20576","NC_044067.1",20576,4,1,0,4,4984041,4192080,17006787,16464935,FALSE
"20577","NC_044067.1",20577,3,2,0,2,4418025,4417197,4438670,4437842,FALSE
"20578","NC_044067.1",20578,3,2,0,2,4792391,4308972,21861095,21093804,FALSE
"20579","NC_044067.1",20579,1,1,0,1,4730530,4329788,22658779,22258037,FALSE
"20580","NC_044067.1",20580,3,3,1,1,4543320,4540900,4585960,4583540,FALSE
"20581","NC_044067.1",20581,1,1,0,1,4546218,4546034,4550816,4550632,FALSE
"20582","NC_044067.1",20582,1,1,0,1,4546620,4546451,4550809,4550640,FALSE
"20583","NC_044067.1",20583,5,3,0,4,4926181,3680162,19607362,18629453,FALSE
"20584","NC_044067.1",20584,5,3,3,1,4578420,4577896,4579403,4578879,FALSE
"20585","NC_044067.1",20585,1,1,0,1,4597953,4586683,4861818,4850548,FALSE
"20586","NC_044067.1",20586,1,1,0,1,4681183,4502927,9137558,8959302,FALSE
"20587","NC_044067.1",20587,4,2,0,3,4888442,4010079,20906902,20049252,FALSE
"20588","NC_044067.1",20588,1,1,0,1,4636801,4547878,6859819,6770896,FALSE
"20589","NC_044067.1",20589,1,1,0,1,4601691,4583111,5066184,5047604,FALSE
"20590","NC_044067.1",20590,1,1,0,1,4792404,4392404,17911365,17511365,FALSE
"20591","NC_044067.1",20591,2,2,0,1,4792410,4392410,24657648,24257648,FALSE
"20592","NC_044067.1",20592,2,2,0,1,4728540,4456288,11534815,11262563,FALSE
"20593","NC_044067.1",20593,2,2,0,1,4608391,4576453,5406852,5374914,FALSE
"20594","NC_044067.1",20594,2,2,0,1,4709706,4709696,4709805,4709795,FALSE
"20595","NC_044067.1",20595,1,1,0,1,4790948,4712922,6741580,6663554,FALSE
"20596","NC_044067.1",20596,1,1,0,1,4789924,4730288,6280757,6221121,FALSE
"20597","NC_044067.1",20597,1,1,0,1,4801334,4744754,6215587,6159007,FALSE
"20598","NC_044067.1",20598,4,3,0,2,5032407,4623132,12992940,12446828,FALSE
"20599","NC_044067.1",20599,2,2,0,1,5034403,4634403,23443693,23043693,FALSE
"20600","NC_044067.1",20600,2,2,0,2,5288689,4639704,24044339,23529141,FALSE
"20601","NC_044067.1",20601,9,2,0,7,5630658,4695970,14162103,13050386,FALSE
"20602","NC_044067.1",20602,1,1,0,1,4890624,4890596,4891313,4891285,FALSE
"20603","NC_044067.1",20603,1,1,0,1,4890673,4890646,4891305,4891278,FALSE
"20604","NC_044067.1",20604,1,1,0,1,5004800,4806218,9967997,9769415,FALSE
"20605","NC_044067.1",20605,1,1,0,1,4984940,4928232,6402591,6345883,FALSE
"20606","NC_044067.1",20606,3,3,1,1,5007449,5006563,5011001,5010091,FALSE
"20607","NC_044067.1",20607,3,3,1,1,5007334,5006648,5008237,5007551,FALSE
"20608","NC_044067.1",20608,3,3,1,1,5007943,5007609,5010219,5009885,FALSE
"20609","NC_044067.1",20609,2,1,0,2,5403433,4853935,22482654,22021314,FALSE
"20610","NC_044067.1",20610,5,3,0,4,5409280,4866687,16183794,15119203,FALSE
"20611","NC_044067.1",20611,1,1,0,1,5097971,5096135,5143852,5142016,FALSE
"20612","NC_044067.1",20612,2,2,0,1,5339816,4939816,17607838,17207838,FALSE
"20613","NC_044067.1",20613,1,1,0,1,5251158,5037698,10587668,10374208,FALSE
"20614","NC_044067.1",20614,3,1,0,3,5388865,4961905,14510359,13657752,FALSE
"20615","NC_044067.1",20615,2,2,0,1,5359590,4959589,20903372,20503371,FALSE
"20616","NC_044067.1",20616,3,3,1,1,5164620,5164048,5165006,5164434,FALSE
"20617","NC_044067.1",20617,1,1,0,1,5212410,5172610,6190244,6150444,FALSE
"20618","NC_044067.1",20618,2,1,0,1,5197785,5196957,5199348,5198141,FALSE
"20619","NC_044067.1",20619,1,1,0,1,5212834,5194795,5663804,5645765,FALSE
"20620","NC_044067.1",20620,1,1,0,1,5335804,5071838,11934936,11670970,FALSE
"20621","NC_044067.1",20621,1,1,0,1,5238569,5171790,6908019,6841240,FALSE
"20622","NC_044067.1",20622,1,1,0,1,5319730,5165984,9163279,9009533,FALSE
"20623","NC_044067.1",20623,4,2,0,3,5846323,5121781,19231522,18262224,FALSE
"20624","NC_044067.1",20624,2,2,0,1,5452545,5269557,10027259,9844271,FALSE
"20625","NC_044067.1",20625,1,1,0,1,5561052,5161051,21840560,21440559,FALSE
"20626","NC_044067.1",20626,10,3,0,5,5901856,4959589,20903372,19721111,FALSE
"20627","NC_044067.1",20627,2,2,0,1,5405227,5405213,5405574,5405560,FALSE
"20628","NC_044067.1",20628,55,3,9,19,5407585,5405343,5445191,5442949,TRUE
"20629","NC_044067.1",20629,6,3,0,4,5529151,5343219,9614842,9433023,FALSE
"20630","NC_044067.1",20630,6,3,0,3,5846323,5149780,19489852,18583000,FALSE
"20631","NC_044067.1",20631,1,1,0,1,5594073,5321207,12415312,12142446,FALSE
"20632","NC_044067.1",20632,3,3,0,1,5467748,5466958,5471181,5470391,FALSE
"20633","NC_044067.1",20633,1,1,0,1,5575739,5372277,10662129,10458667,FALSE
"20634","NC_044067.1",20634,1,1,0,1,5493719,5454705,6469061,6430047,FALSE
"20635","NC_044067.1",20635,3,3,0,1,5478137,5477345,5481075,5480283,FALSE
"20636","NC_044067.1",20636,1,1,0,1,5483696,5483692,5483818,5483814,FALSE
"20637","NC_044067.1",20637,1,1,0,1,5484124,5483766,5484168,5483810,FALSE
"20638","NC_044067.1",20638,1,1,1,1,5568328,5568322,5568496,5568490,FALSE
"20639","NC_044067.1",20639,1,1,0,1,5568354,5568348,5568497,5568491,FALSE
"20640","NC_044067.1",20640,31,3,0,29,5571187,5568709,5619770,5617292,FALSE
"20641","NC_044067.1",20641,1,1,0,1,5790795,5457621,14120158,13786984,FALSE
"20642","NC_044067.1",20642,6,2,0,4,5794267,5047042,13700809,13050386,FALSE
"20643","NC_044067.1",20643,1,1,0,1,5657919,5628277,6377588,6347946,FALSE
"20644","NC_044067.1",20644,5,2,0,4,6454521,5161051,21840560,20934694,FALSE
"20645","NC_044067.1",20645,3,2,0,2,5704635,5704555,5706634,5706554,FALSE
"20646","NC_044067.1",20646,1,1,0,1,5801768,5611584,10556384,10366200,FALSE
"20647","NC_044067.1",20647,1,1,0,1,5751272,5739952,6034285,6022965,FALSE
"20648","NC_044067.1",20648,6,3,0,5,6449361,5576437,15373890,14458628,FALSE
"20649","NC_044067.1",20649,1,1,0,1,5841756,5679082,9908567,9745893,FALSE
"20650","NC_044067.1",20650,1,1,0,1,5993599,5593589,23137882,22737872,FALSE
"20651","NC_044067.1",20651,7,3,0,7,6667401,5576437,15641516,14656689,FALSE
"20652","NC_044067.1",20652,3,3,0,1,5831642,5830600,5836126,5835084,FALSE
"20653","NC_044067.1",20653,1,1,0,1,5928437,5733876,10792424,10597863,FALSE
"20654","NC_044067.1",20654,2,2,0,1,5843235,5843215,5843661,5843641,FALSE
"20655","NC_044067.1",20655,2,2,0,1,5844621,5844527,5846859,5846765,FALSE
"20656","NC_044067.1",20656,3,3,1,1,5845844,5845112,5847182,5846450,FALSE
"20657","NC_044067.1",20657,14,2,0,13,5890387,5890379,5890611,5890603,FALSE
"20658","NC_044067.1",20658,1,1,0,1,5909638,5876276,6743698,6710336,FALSE
"20659","NC_044067.1",20659,23,3,0,6,5947705,5883663,7530004,7465959,FALSE
"20660","NC_044067.1",20660,2,1,0,2,6541668,5758840,22691558,21981336,FALSE
"20661","NC_044067.1",20661,1,1,0,1,6192611,5792611,18049714,17649714,FALSE
"20662","NC_044067.1",20662,1,1,0,1,6097133,5895652,11133903,10932422,FALSE
"20663","NC_044067.1",20663,1,1,0,1,6022613,5982633,7022096,6982116,FALSE
"20664","NC_044067.1",20664,1,1,0,1,6027722,5979342,7237217,7188837,FALSE
"20665","NC_044067.1",20665,3,3,1,1,6012446,6011760,6018031,6017345,FALSE
"20666","NC_044067.1",20666,2,2,0,2,6446595,5824224,17606005,17094619,FALSE
"20667","NC_044067.1",20667,1,1,0,1,6182116,5901114,13207111,12926109,FALSE
"20668","NC_044067.1",20668,1,1,0,1,6057112,6056462,6057950,6057300,FALSE
"20669","NC_044067.1",20669,3,1,0,3,6723059,5857605,16552870,16127592,FALSE
"20670","NC_044067.1",20670,5,3,0,3,6751145,5862519,19134367,18425899,FALSE
"20671","NC_044067.1",20671,3,3,1,1,6078356,6077642,6079790,6079076,FALSE
"20672","NC_044067.1",20672,5,3,1,1,6104454,6103850,6107787,6107183,FALSE
"20673","NC_044067.1",20673,4,3,1,3,6213938,6085874,9396113,9268049,FALSE
"20674","NC_044067.1",20674,1,1,0,1,6150010,6149987,6150459,6150436,FALSE
"20675","NC_044067.1",20675,2,2,0,1,6157067,6157014,6158361,6158308,FALSE
"20676","NC_044067.1",20676,2,2,0,1,6157887,6157862,6158403,6158378,FALSE
"20677","NC_044067.1",20677,2,2,0,1,6158903,6158853,6160135,6160085,FALSE
"20678","NC_044067.1",20678,3,3,0,1,6178995,6177857,6187269,6186131,FALSE
"20679","NC_044067.1",20679,1,1,0,1,6201831,6172521,6934588,6905278,FALSE
"20680","NC_044067.1",20680,1,1,0,1,6198848,6198829,6199312,6199293,FALSE
"20681","NC_044067.1",20681,1,1,0,1,6303934,6133973,10552769,10382808,FALSE
"20682","NC_044067.1",20682,1,1,0,1,6252781,6195068,7695600,7637887,FALSE
"20683","NC_044067.1",20683,3,3,3,1,6256266,6255824,6258134,6257692,FALSE
"20684","NC_044067.1",20684,3,3,3,1,6283378,6282632,6291746,6291000,FALSE
"20685","NC_044067.1",20685,2,2,0,1,6429457,6136553,13752066,13459162,FALSE
"20686","NC_044067.1",20686,2,2,0,1,6505172,6105163,20249177,19849168,FALSE
"20687","NC_044067.1",20687,1,1,0,1,6355683,6354865,6357142,6356324,FALSE
"20688","NC_044067.1",20688,2,2,0,1,6492289,6276643,11883336,11667690,FALSE
"20689","NC_044067.1",20689,2,2,0,1,6643338,6243338,17063725,16663725,FALSE
"20690","NC_044067.1",20690,1,1,0,1,6692456,6292411,18169124,17769079,FALSE
"20691","NC_044067.1",20691,1,1,0,1,6707943,6381278,14874357,14547692,FALSE
"20692","NC_044067.1",20692,39,3,5,26,6706466,6705488,6707928,6706933,TRUE
"20693","NC_044067.1",20693,2,1,0,2,6973140,6527533,20585144,20069596,FALSE
"20694","NC_044067.1",20694,1,1,0,1,6803319,6709661,9127055,9033397,FALSE
"20695","NC_044067.1",20695,1,1,0,1,6761680,6754672,6936194,6929186,FALSE
"20696","NC_044067.1",20696,1,1,0,1,6760027,6760007,6760516,6760496,FALSE
"20697","NC_044067.1",20697,1,1,0,1,6805171,6805123,6806380,6806332,FALSE
"20698","NC_044067.1",20698,1,1,0,1,6864218,6804468,8357281,8297531,FALSE
"20699","NC_044067.1",20699,5,3,0,3,7084796,5977021,19134367,18425899,FALSE
