"","InversionID","Chrom","windowID_StartBreakpoint","window_StartLowerCI","window_StartUpperCI","windowID_EndBreakpoint","window_EndLowerCI","window_EndUpperCI","SVType","n_ind_startWindows","n_ind_endWindows","n_ind_invID","n_method_startWindows","n_method_endWindows","invSizeMax","invSizeMin"
"687","2470-2321","NC_044051.1","2470",5955983,5989072,"2321",5957893,5968510,"INV",187,186,186,3,3,12527,-31179
"688","2478-2334","NC_044051.1","2478",6174096,6184575,"2334",6622852,6633332,"INV",42,42,42,3,3,459236,438277
"689","2506-2344","NC_044051.1","2506",7086695,7097114,"2344",7105942,7116357,"INV",25,25,25,3,3,29662,8828
"690","2533-2370","NC_044051.1","2533",7978465,7989013,"2370",8020121,8031003,"INV",20,20,20,3,3,52538,31108
"691","2541-3013","NC_044051.1","2541",8257009,8267469,"3013",35052119,35062617,"INV",22,22,22,3,3,26805608,26784650
"692","2598-2535","NC_044051.1","2598",9749621,9761353,"2535",15375183,15385873,"INV",61,61,61,3,3,5636252,5613830
"693","2604-2700","NC_044051.1","2604",9906040,9916791,"2700",21423899,21434459,"INV",182,182,182,3,3,11528419,11507108
"694","2634-2444","NC_044051.1","2634",10931050,10942203,"2444",10933494,10944109,"INV",64,64,64,3,3,13059,-8709
"695","2708-2744","NC_044051.1","2708",13487538,13512386,"2744",23649901,23660874,"INV",45,42,42,3,3,10173336,10137515
"696","2714-2508","NC_044051.1","2714",13641145,13681380,"2508",13643997,13664128,"INV",142,141,140,3,3,22983,-37383
"697","2726-2520","NC_044051.1","2726",14042212,14068038,"2520",14042466,14068180,"INV",40,41,38,3,3,25968,-25572
"698","2797-2602","NC_044051.1","2797",17158349,17290971,"2602",17597377,17617549,"INV",295,55,18,3,3,459200,306406
"699","2797-2620","NC_044051.1","2797",17158349,17290971,"2620",18068884,18312251,"INV",295,295,295,3,3,1153902,777913
"700","2797-2622","NC_044051.1","2797",17158349,17290971,"2622",18354813,18378429,"INV",295,213,63,3,3,1220080,1063842
"701","2797-2623","NC_044051.1","2797",17158349,17290971,"2623",18386934,18465487,"INV",295,294,285,3,3,1307138,1095963
"702","2798-2603","NC_044051.1","2798",17291673,17509427,"2603",17622596,17638598,"INV",293,63,60,3,3,346925,113169
"703","2798-2619","NC_044051.1","2798",17291673,17509427,"2619",17988112,18046946,"INV",293,287,87,3,3,755273,478685
"704","2798-2620","NC_044051.1","2798",17291673,17509427,"2620",18068884,18312251,"INV",293,295,293,3,3,1020578,559457
"705","2798-2623","NC_044051.1","2798",17291673,17509427,"2623",18386934,18465487,"INV",293,294,231,3,3,1173814,877507
"706","2799-2602","NC_044051.1","2799",17513685,17596012,"2602",17597377,17617549,"INV",260,55,40,3,3,103864,1365
"707","2799-2620","NC_044051.1","2799",17513685,17596012,"2620",18068884,18312251,"INV",260,295,203,3,3,798566,472872
"708","2799-2622","NC_044051.1","2799",17513685,17596012,"2622",18354813,18378429,"INV",260,213,177,3,3,864744,758801
"709","2801-2606","NC_044051.1","2801",17617569,17741291,"2606",17664482,17674909,"INV",294,28,28,3,3,57340,-76809
"710","2801-2620","NC_044051.1","2801",17617569,17741291,"2620",18068884,18312251,"INV",294,295,292,3,3,694682,327593
"711","2801-2621","NC_044051.1","2801",17617569,17741291,"2621",18321185,18342441,"INV",294,33,29,3,3,724872,579894
"712","2801-2623","NC_044051.1","2801",17617569,17741291,"2623",18386934,18465487,"INV",294,294,122,3,3,847918,645643
"713","2802-2613","NC_044051.1","2802",17745369,17802986,"2613",17810534,17848299,"INV",292,50,27,3,3,102930,7548
"714","2802-2619","NC_044051.1","2802",17745369,17802986,"2619",17988112,18046946,"INV",292,287,283,3,3,301577,185126
"715","2802-2620","NC_044051.1","2802",17745369,17802986,"2620",18068884,18312251,"INV",292,295,225,3,3,566882,265898
"716","2804-2614","NC_044051.1","2804",17826519,17877428,"2614",17850994,17861455,"INV",286,29,29,3,3,34936,-26434
"717","2804-2620","NC_044051.1","2804",17826519,17877428,"2620",18068884,18312251,"INV",286,295,246,3,3,485732,191456
"718","2804-2623","NC_044051.1","2804",17826519,17877428,"2623",18386934,18465487,"INV",286,294,249,3,3,638968,509506
"719","2805-2620","NC_044051.1","2805",17879982,17903828,"2620",18068884,18312251,"INV",178,295,173,3,3,432269,165056
"720","2806-2619","NC_044051.1","2806",17912442,17969800,"2619",17988112,18046946,"INV",293,287,82,3,3,134504,18312
"721","2806-2620","NC_044051.1","2806",17912442,17969800,"2620",18068884,18312251,"INV",293,295,290,3,3,399809,99084
"722","2810-2620","NC_044051.1","2810",18090727,18125981,"2620",18068884,18312251,"INV",62,295,61,3,3,221524,-57097
"723","2811-2938","NC_044051.1","2811",18127203,18138130,"2938",31881258,31922425,"INV",21,29,21,3,3,13795222,13743128
"724","2813-2624","NC_044051.1","2813",18207887,18234740,"2624",18699591,18713069,"INV",131,129,129,3,3,505182,464851
"725","2837-2638","NC_044051.1","2837",19194311,19206968,"2638",19224336,19247323,"INV",106,56,53,3,3,53012,17368
"726","2837-2639","NC_044051.1","2837",19194311,19206968,"2639",19264684,19278013,"INV",106,54,54,3,3,83702,57716
"727","2837-2641","NC_044051.1","2837",19194311,19206968,"2641",19309046,19321866,"INV",106,32,28,3,3,127555,102078
"728","2838-2977","NC_044051.1","2838",19207680,19222627,"2977",33803177,33813907,"INV",24,18,18,3,3,14606227,14580550
"729","2839-2640","NC_044051.1","2839",19224943,19246413,"2640",19283771,19308749,"INV",29,92,28,3,3,83806,37358
"730","2841-2640","NC_044051.1","2841",19265146,19278976,"2640",19283771,19308749,"INV",67,92,67,3,3,43603,4795
"731","2843-2861","NC_044051.1","2843",19296560,19308606,"2861",29143501,29173725,"INV",33,29,26,3,3,9877165,9834895
"732","2872-2666","NC_044051.1","2872",20235518,20246179,"2666",20243830,20264040,"INV",229,230,229,3,3,28522,-2349
"733","2906-2699","NC_044051.1","2906",21285209,21295651,"2699",21339294,21354816,"INV",55,147,54,3,3,69607,43643
"734","2911-2703","NC_044051.1","2911",21541321,21568489,"2703",21544050,21585187,"INV",18,22,17,3,3,43866,-24439
"735","2931-2830","NC_044051.1","2931",22323471,22334033,"2830",28137059,28154953,"INV",19,27,19,3,3,5831482,5803026
"736","2963-2773","NC_044051.1","2963",24897378,24910321,"2773",25770180,25787591,"INV",39,40,39,3,3,890213,859859
"737","2993-2806","NC_044051.1","2993",26612958,26624632,"2806",27227097,27242704,"INV",72,72,71,3,3,629746,602465
"738","2994-2915","NC_044051.1","2994",26661656,26672634,"2915",31189521,31201204,"INV",16,17,16,3,3,4539548,4516887
"739","3038-2845","NC_044051.1","3038",28739067,28752876,"2845",28742250,28761737,"INV",101,103,95,3,3,22670,-10626
"740","3044-2858","NC_044051.1","3044",29062308,29072767,"2858",29063975,29074495,"INV",47,47,47,3,3,12187,-8792
"741","3049-2866","NC_044051.1","3049",29235448,29252955,"2866",29269552,29281793,"INV",19,20,18,3,3,46345,16597
"742","3062-2876","NC_044051.1","3062",29686648,29701187,"2876",29680092,29699358,"INV",17,18,16,3,3,12710,-21095
"743","3065-2878","NC_044051.1","3065",29800615,29814044,"2878",29810542,29851876,"INV",20,31,19,3,3,51261,-3502
"744","3084-2900","NC_044051.1","3084",30545605,30576336,"2900",30559470,30579335,"INV",66,64,64,3,3,33730,-16866
"745","3089-3033","NC_044051.1","3089",31057384,31067810,"3033",35649965,35685010,"INV",35,69,35,3,3,4627626,4582155
"746","3093-2921","NC_044051.1","3093",31234094,31265100,"2921",31363530,31393205,"INV",136,152,124,3,3,159111,98430
"747","3093-2922","NC_044051.1","3093",31234094,31265100,"2922",31405313,31419083,"INV",136,28,25,3,3,184989,140213
"748","3097-2921","NC_044051.1","3097",31368232,31380915,"2921",31363530,31393205,"INV",64,152,64,3,3,24973,-17385
"749","3101-2927","NC_044051.1","3101",31615782,31626429,"2927",31616430,31627091,"INV",28,28,28,3,3,11309,-9999
"750","3137-2980","NC_044051.1","3137",32991782,33009096,"2980",33973791,33991317,"INV",55,60,53,3,3,999535,964695
"751","3138-2975","NC_044051.1","3138",33011385,33029788,"2975",33683173,33694576,"INV",83,72,72,3,3,683191,653385
"752","3140-3168","NC_044051.1","3140",33190791,33214438,"3168",40326641,40365627,"INV",43,132,38,3,3,7174836,7112203
"753","3142-3161","NC_044051.1","3142",33282141,33308368,"3161",40102119,40145123,"INV",46,217,38,3,3,6862982,6793751
"754","3143-2973","NC_044051.1","3143",33332160,33394557,"2973",33581422,33610042,"INV",242,42,29,3,3,277882,186865
"755","3143-3033","NC_044051.1","3143",33332160,33394557,"3033",35649965,35685010,"INV",242,69,21,3,3,2352850,2255408
"756","3143-3162","NC_044051.1","3143",33332160,33394557,"3162",40154043,40172331,"INV",242,116,65,3,3,6840171,6759486
"757","3143-3163","NC_044051.1","3143",33332160,33394557,"3163",40173593,40209786,"INV",242,55,44,3,3,6877626,6779036
"758","3143-3164","NC_044051.1","3143",33332160,33394557,"3164",40219147,40254453,"INV",242,118,116,3,3,6922293,6824590
"759","3143-3206","NC_044051.1","3143",33332160,33394557,"3206",41848664,41945298,"INV",242,292,48,3,3,8613138,8454107
"760","3143-3209","NC_044051.1","3143",33332160,33394557,"3209",42010291,42042192,"INV",242,151,135,3,3,8710032,8615734
"761","3143-3222","NC_044051.1","3143",33332160,33394557,"3222",42577818,42722374,"INV",242,195,39,3,3,9390214,9183261
"762","3143-3235","NC_044051.1","3143",33332160,33394557,"3235",43170693,43242525,"INV",242,77,20,3,3,9910365,9776136
"763","3149-3197","NC_044051.1","3149",33556045,33613555,"3197",41464991,41538777,"INV",112,99,65,3,3,7982732,7851436
"764","3149-3198","NC_044051.1","3149",33556045,33613555,"3198",41541382,41614180,"INV",112,104,42,3,3,8058135,7927827
"765","3149-3200","NC_044051.1","3149",33556045,33613555,"3200",41649179,41695797,"INV",112,144,26,3,3,8139752,8035624
"766","3151-3035","NC_044051.1","3151",33678769,33708658,"3035",35701494,35714546,"INV",176,96,96,3,3,2035777,1992836
"767","3151-3037","NC_044051.1","3151",33678769,33708658,"3037",35744098,35782777,"INV",176,117,114,3,3,2104008,2035440
"768","3151-3045","NC_044051.1","3151",33678769,33708658,"3045",36012228,36045552,"INV",176,37,25,3,3,2366783,2303570
"769","3187-3019","NC_044051.1","3187",35259119,35274148,"3019",35255247,35276877,"INV",38,39,32,3,3,17758,-18901
"770","3187-3020","NC_044051.1","3187",35259119,35274148,"3020",35321612,35343952,"INV",38,54,15,3,3,84833,47464
"771","3198-3161","NC_044051.1","3198",35770379,35803593,"3161",40102119,40145123,"INV",206,217,197,3,3,4374744,4298526
"772","3203-3205","NC_044051.1","3203",35938868,35954760,"3205",41801565,41824642,"INV",32,37,29,3,3,5885774,5846805
"773","3204-3161","NC_044051.1","3204",35958686,35988824,"3161",40102119,40145123,"INV",40,217,29,3,3,4186437,4113295
"774","3216-3168","NC_044051.1","3216",36268722,36285404,"3168",40326641,40365627,"INV",104,132,78,3,3,4096905,4041237
"775","3219-3056","NC_044051.1","3219",36410990,36421507,"3056",36414179,36457210,"INV",25,30,25,3,3,46220,-7328
"776","323-244","NC_044048.1","323",10917965,10940822,"244",10903440,10943705,"INV",37,50,36,3,3,25740,-37382
"777","3284-3125","NC_044051.1","3284",38255327,38278423,"3125",38240064,38297453,"INV",137,148,137,3,3,42126,-38359
"778","3289-3138","NC_044051.1","3289",38523715,38534385,"3138",38857757,38885766,"INV",67,72,67,3,3,362051,323372
"779","3292-3137","NC_044051.1","3292",38794109,38810565,"3137",38797086,38839414,"INV",73,82,73,3,3,45305,-13479
"780","3303-3144","NC_044051.1","3303",39312790,39348299,"3144",39249949,39358448,"INV",74,97,73,3,3,45658,-98350
"781","3315-3161","NC_044051.1","3315",40109691,40143975,"3161",40102119,40145123,"INV",39,217,28,3,3,35432,-41856
"782","3318-3231","NC_044051.1","3318",40247741,40266419,"3231",42991717,43021481,"INV",33,130,16,3,3,2773740,2725298
"783","3319-3198","NC_044051.1","3319",40267582,40335519,"3198",41541382,41614180,"INV",134,104,44,3,3,1346598,1205863
"784","3319-3203","NC_044051.1","3319",40267582,40335519,"3203",41767287,41782432,"INV",134,40,27,3,3,1514850,1431768
"785","3327-3183","NC_044051.1","3327",41110335,41137239,"3183",41146111,41166243,"INV",33,48,30,3,3,55908,8872
"786","3332-3206","NC_044051.1","3332",41443259,41527351,"3206",41848664,41945298,"INV",257,292,237,3,3,502039,321313
"787","3333-3210","NC_044051.1","3333",41527649,41538443,"3210",42058563,42121926,"INV",16,262,16,3,3,594277,520120
"788","3334-3206","NC_044051.1","3334",41541519,41587734,"3206",41848664,41945298,"INV",284,292,283,3,3,403779,260930
"789","3337-3200","NC_044051.1","3337",41649660,41671818,"3200",41649179,41695797,"INV",129,144,104,3,3,46137,-22639
"790","3337-3206","NC_044051.1","3337",41649660,41671818,"3206",41848664,41945298,"INV",129,292,34,3,3,295638,176846
"791","3348-3210","NC_044051.1","3348",42108427,42124989,"3210",42058563,42121926,"INV",251,262,251,3,3,13499,-66426
"792","3352-3222","NC_044051.1","3352",42405303,42469403,"3222",42577818,42722374,"INV",109,195,94,3,3,317071,108415
"793","3352-3235","NC_044051.1","3352",42405303,42469403,"3235",43170693,43242525,"INV",109,77,28,3,3,837222,701290
"794","3353-3222","NC_044051.1","3353",42481559,42496201,"3222",42577818,42722374,"INV",32,195,32,3,3,240815,81617
"795","3357-3230","NC_044051.1","3357",42643056,42681800,"3230",42914601,42973023,"INV",172,127,113,3,3,329967,232801
"796","3357-3231","NC_044051.1","3357",42643056,42681800,"3231",42991717,43021481,"INV",172,130,105,3,3,378425,309917
"797","3357-3232","NC_044051.1","3357",42643056,42681800,"3232",43023574,43089082,"INV",172,83,20,3,3,446026,341774
"798","3369-3239","NC_044051.1","3369",43440627,43450943,"3239",43450935,43461247,"INV",60,60,60,3,3,20620,-8
"799","339-500","NC_044048.1","339",11586934,11607195,"500",19193029,19252551,"INV",91,49,30,3,3,7665617,7585834
"800","3402-3261","NC_044052.1","3402",1652469,1662982,"3261",1660441,1671009,"INV",26,26,26,3,3,18540,-2541
"801","341-263","NC_044048.1","341",11623649,11635857,"263",11628052,11639155,"INV",231,231,231,3,3,15506,-7805
"802","3410-3265","NC_044052.1","3410",2050104,2062348,"3265",2052407,2062996,"INV",52,52,52,3,3,12892,-9941
"803","3412-3361","NC_044052.1","3412",2213433,2235069,"3361",6829502,6864046,"INV",97,120,90,3,3,4650613,4594433
"804","3432-3281","NC_044052.1","3432",2770340,2784275,"3281",2775451,2786283,"INV",177,177,177,3,3,15943,-8824
"805","3440-3290","NC_044052.1","3440",3044747,3056217,"3290",3046828,3064436,"INV",18,20,18,3,3,19689,-9389
"806","3464-3305","NC_044052.1","3464",3977041,4001048,"3305",3984686,4020083,"INV",54,55,54,3,3,43042,-16362
"807","3497-3735","NC_044052.1","3497",5195890,5215577,"3735",22861777,22880346,"INV",247,247,247,3,3,17684456,17646200
"808","35-11","NC_044048.1","35",1765996,1793646,"11",1777896,1802536,"INV",37,31,31,3,3,36540,-15750
"809","3541-3360","NC_044052.1","3541",6724828,6752891,"3360",6810856,6822776,"INV",46,40,40,3,3,97948,57965
"810","3542-3361","NC_044052.1","3542",6785576,6796401,"3361",6829502,6864046,"INV",57,120,57,3,3,78470,33101
"811","3562-3373","NC_044052.1","3562",7680803,7701949,"3373",7691983,7702341,"INV",41,39,39,3,3,21538,-9966
"812","3571-3381","NC_044052.1","3571",7960450,7986152,"3381",7964284,7983218,"INV",27,25,25,3,3,22768,-21868
"813","3608-3399","NC_044052.1","3608",9247766,9258522,"3399",9249103,9259793,"INV",16,16,16,3,3,12027,-9419
"814","3653-3431","NC_044052.1","3653",11143690,11156025,"3431",11141264,11159206,"INV",44,45,43,3,3,15516,-14761
"815","3659-3435","NC_044052.1","3659",11461518,11472095,"3435",11461856,11472239,"INV",41,41,41,3,3,10721,-10239
"816","366-287","NC_044048.1","366",12426751,12456854,"287",12425273,12470766,"INV",231,231,231,3,3,44015,-31581
"817","3666-3444","NC_044052.1","3666",11838625,11855580,"3444",11914894,11941166,"INV",20,21,20,3,3,102541,59314
"818","3684-3461","NC_044052.1","3684",12725662,12737114,"3461",12725738,12737926,"INV",18,18,18,3,3,12264,-11376
"819","3725-3556","NC_044052.1","3725",14300505,14328241,"3556",16548002,16558489,"INV",35,27,27,3,3,2257984,2219761
"820","3728-3498","NC_044052.1","3728",14409461,14435507,"3498",14410207,14431322,"INV",102,103,101,3,3,21861,-25300
"821","3732-3597","NC_044052.1","3732",14536260,14546761,"3597",17932680,17954441,"INV",26,30,26,3,3,3418181,3385919
"822","3745-3514","NC_044052.1","3745",15030585,15051921,"3514",15025381,15052516,"INV",188,187,187,3,3,21931,-26540
"823","3758-3530","NC_044052.1","3758",15595086,15609960,"3530",15595283,15612524,"INV",49,49,49,3,3,17438,-14677
"824","3769-3545","NC_044052.1","3769",16092244,16102717,"3545",16121155,16131745,"INV",20,20,20,3,3,39501,18438
"825","3797-3572","NC_044052.1","3797",17117115,17130486,"3572",17126674,17143992,"INV",61,61,61,3,3,26877,-3812
"826","3824-3639","NC_044052.1","3824",17987973,18023881,"3639",19509869,19538341,"INV",82,47,32,3,3,1550368,1485988
"827","3825-3641","NC_044052.1","3825",18026438,18063223,"3641",19566344,19643486,"INV",134,113,91,3,3,1617048,1503121
"828","3825-3642","NC_044052.1","3825",18026438,18063223,"3642",19644067,19670755,"INV",134,52,38,3,3,1644317,1580844
"829","3858-3633","NC_044052.1","3858",19255073,19285324,"3633",19262151,19279134,"INV",29,31,27,3,3,24061,-23173
"830","3861-3644","NC_044052.1","3861",19685863,19699696,"3644",19685936,19709966,"INV",60,82,60,3,3,24103,-13760
"831","3876-3659","NC_044052.1","3876",20098306,20113775,"3659",20098296,20121264,"INV",76,108,66,3,3,22958,-15479
"832","3883-3670","NC_044052.1","3883",20446283,20457091,"3670",20446601,20459058,"INV",84,82,79,3,3,12775,-10490
"833","3883-3671","NC_044052.1","3883",20446283,20457091,"3671",20460576,20492135,"INV",84,61,28,3,3,45852,3485
"834","3885-3672","NC_044052.1","3885",20496385,20514242,"3672",20496592,20516741,"INV",19,20,19,3,3,20356,-17650
"835","3918-3716","NC_044052.1","3918",22100597,22132275,"3716",22110577,22138573,"INV",59,54,39,3,3,37976,-21698
"836","3918-3717","NC_044052.1","3918",22100597,22132275,"3717",22140014,22151759,"INV",59,32,24,3,3,51162,7739
"837","3921-3724","NC_044052.1","3921",22286987,22297714,"3724",22287359,22297956,"INV",76,76,76,3,3,10969,-10355
"838","3928-3742","NC_044052.1","3928",22745596,22756279,"3742",23389092,23422504,"INV",18,102,18,3,3,676908,632813
"839","3930-3742","NC_044052.1","3930",22903597,22921179,"3742",23389092,23422504,"INV",71,102,71,3,3,518907,467913
"840","3934-3746","NC_044052.1","3934",23411769,23422913,"3746",23585732,23615020,"INV",55,57,55,3,3,203251,162819
"841","3939-3756","NC_044052.1","3939",23871776,23882288,"3756",24638795,24669139,"INV",29,31,29,3,3,797363,756507
"842","394-317","NC_044048.1","394",13249366,13322225,"317",13306769,13337264,"INV",294,188,184,3,3,87898,-15456
"843","394-318","NC_044048.1","394",13249366,13322225,"318",13342479,13367123,"INV",294,176,176,3,3,117757,20254
"844","394-319","NC_044048.1","394",13249366,13322225,"319",13400228,13444029,"INV",294,279,277,3,3,194663,78003
"845","394-663","NC_044048.1","394",13249366,13322225,"663",24873329,24982052,"INV",294,289,284,3,3,11732686,11551104
"846","3945-3765","NC_044052.1","3945",24936843,24947365,"3765",24942616,24953140,"INV",19,19,19,3,3,16297,-4749
"847","3951-3771","NC_044053.1","3951",78086,89439,"3771",165968,176369,"INV",56,45,45,3,3,98283,76529
"848","3958-3774","NC_044053.1","3958",360721,371265,"3774",419411,429888,"INV",83,83,83,3,3,69167,48146
"849","396-662","NC_044048.1","396",13344938,13355924,"662",24840663,24866912,"INV",206,236,206,3,3,11521974,11484739
"850","397-319","NC_044048.1","397",13403387,13417136,"319",13400228,13444029,"INV",122,279,100,3,3,40642,-16908
"851","397-663","NC_044048.1","397",13403387,13417136,"663",24873329,24982052,"INV",122,289,41,3,3,11578665,11456193
"852","3988-3786","NC_044053.1","3988",1482106,1507335,"3786",1500073,1516619,"INV",29,15,15,3,3,34513,-7262
"853","3993-3790","NC_044053.1","3993",1623488,1814868,"3790",1647941,1691998,"INV",295,285,285,3,3,68510,-166927
"854","3993-3792","NC_044053.1","3993",1623488,1814868,"3792",1709198,1727868,"INV",295,135,135,3,3,104380,-105670
"855","3993-3793","NC_044053.1","3993",1623488,1814868,"3793",1733035,1751689,"INV",295,63,63,3,3,128201,-81833
"856","3993-3794","NC_044053.1","3993",1623488,1814868,"3794",1768517,1800303,"INV",295,252,252,3,3,176815,-46351
"857","3993-3807","NC_044053.1","3993",1623488,1814868,"3807",2553471,2670719,"INV",295,264,260,3,3,1047231,738603
"858","3993-3808","NC_044053.1","3993",1623488,1814868,"3808",2674591,2795235,"INV",295,294,294,3,3,1171747,859723
"859","3993-3809","NC_044053.1","3993",1623488,1814868,"3809",2799289,2832073,"INV",295,193,192,3,3,1208585,984421
"860","4005-3800","NC_044053.1","4005",2246245,2275332,"3800",2257309,2290198,"INV",102,105,102,3,3,43953,-18023
"861","4007-3801","NC_044053.1","4007",2323557,2333991,"3801",2343212,2354046,"INV",18,18,18,3,3,30489,9221
"862","4012-4038","NC_044053.1","4012",2430207,2443463,"4038",12057422,12068289,"INV",143,141,141,3,3,9638082,9613959
"863","4014-4501","NC_044053.1","4014",2597636,2641884,"4501",27680215,27690668,"INV",49,35,35,3,3,25093032,25038331
"864","4015-3807","NC_044053.1","4015",2645016,2655470,"3807",2553471,2670719,"INV",41,264,41,3,3,25703,-101999
"865","4021-3809","NC_044053.1","4021",2816513,2835522,"3809",2799289,2832073,"INV",16,193,15,3,3,15560,-36233
"866","4030-3821","NC_044053.1","4030",3036044,3059072,"3821",3149557,3179212,"INV",89,52,34,3,3,143168,90485
"867","4030-3836","NC_044053.1","4030",3036044,3059072,"3836",3728201,3739289,"INV",89,42,41,3,3,703245,669129
"868","4033-3821","NC_044053.1","4033",3149036,3183602,"3821",3149557,3179212,"INV",25,52,21,3,3,30176,-34045
"869","4039-3827","NC_044053.1","4039",3306795,3330482,"3827",3343592,3354867,"INV",173,25,25,3,3,48072,13110
"870","4039-3834","NC_044053.1","4039",3306795,3330482,"3834",3553465,3566907,"INV",173,155,155,3,3,260112,222983
"871","4043-3832","NC_044053.1","4043",3402081,3432079,"3832",3484259,3513459,"INV",141,126,27,3,3,111378,52180
"872","4043-3841","NC_044053.1","4043",3402081,3432079,"3841",3948392,3959075,"INV",141,121,121,3,3,556994,516313
"873","4044-3832","NC_044053.1","4044",3434554,3477363,"3832",3484259,3513459,"INV",110,126,108,3,3,78905,6896
"874","4045-3835","NC_044053.1","4045",3484035,3503340,"3835",3603651,3623728,"INV",71,70,70,3,3,139693,100311
"875","4061-3848","NC_044053.1","4061",4161992,4260790,"3848",4230679,4241072,"INV",166,30,30,3,3,79080,-30111
"876","4061-3853","NC_044053.1","4061",4161992,4260790,"3853",4509919,4520808,"INV",166,25,25,3,3,358816,249129
"877","4061-3871","NC_044053.1","4061",4161992,4260790,"3871",5454163,5514093,"INV",166,73,56,3,3,1352101,1193373
"878","4061-3872","NC_044053.1","4061",4161992,4260790,"3872",5519343,5550391,"INV",166,58,45,3,3,1388399,1258553
"879","4062-3871","NC_044053.1","4062",4261488,4284143,"3871",5454163,5514093,"INV",70,73,17,3,3,1252605,1170020
"880","4062-3872","NC_044053.1","4062",4261488,4284143,"3872",5519343,5550391,"INV",70,58,16,3,3,1288903,1235200
"881","4062-3875","NC_044053.1","4062",4261488,4284143,"3875",5631901,5647710,"INV",70,35,29,3,3,1386222,1347758
"882","4103-3881","NC_044053.1","4103",5442335,5492298,"3881",5835733,5924438,"INV",286,288,286,3,3,482103,343435
"883","4106-3881","NC_044053.1","4106",5601180,5616410,"3881",5835733,5924438,"INV",51,288,51,3,3,323258,219323
"884","4112-3881","NC_044053.1","4112",5760935,5784735,"3881",5835733,5924438,"INV",65,288,54,3,3,163503,50998
"885","4136-3898","NC_044053.1","4136",6546803,6557324,"3898",6547226,6557548,"INV",131,131,131,3,3,10745,-10098
"886","4137-4398","NC_044053.1","4137",6580892,6598856,"4398",23482097,23492668,"INV",40,36,36,3,3,16911776,16883241
"887","4141-3904","NC_044053.1","4141",6711709,6728149,"3904",6711357,6728738,"INV",51,56,50,3,3,17029,-16792
"888","4151-3914","NC_044053.1","4151",6981348,7006963,"3914",7184202,7201898,"INV",26,46,24,3,3,220550,177239
"889","4152-3913","NC_044053.1","4152",7016012,7031784,"3913",7167897,7182733,"INV",158,152,151,3,3,166721,136113
"890","4152-3914","NC_044053.1","4152",7016012,7031784,"3914",7184202,7201898,"INV",158,46,24,3,3,185886,152418
"891","4162-3919","NC_044053.1","4162",7361028,7371522,"3919",7365367,7375785,"INV",22,22,22,3,3,14757,-6155
"892","4180-3935","NC_044053.1","4180",7938271,7962621,"3935",7939397,7953600,"INV",22,17,16,3,3,15329,-23224
"893","4181-3936","NC_044053.1","4181",7962902,7973384,"3936",7978838,7989636,"INV",121,100,100,3,3,26734,5454
"894","4181-4121","NC_044053.1","4181",7962902,7973384,"4121",14654446,14664845,"INV",121,35,35,3,3,6701943,6681062
"895","4195-3944","NC_044053.1","4195",8431542,8452839,"3944",8435973,8449658,"INV",36,35,35,3,3,18116,-16866
"896","4308-4054","NC_044053.1","4308",12351248,12362908,"4054",12598461,12611804,"INV",22,23,22,3,3,260556,235553
"897","4347-4088","NC_044053.1","4347",13476725,13499982,"4088",13489527,13507382,"INV",22,21,20,3,3,30657,-10455
"898","4361-4112","NC_044053.1","4361",14105826,14116438,"4112",14172333,14188556,"INV",48,49,48,3,3,82730,55895
"899","4377-4122","NC_044053.1","4377",14666951,14677848,"4122",14667452,14677928,"INV",54,54,54,3,3,10977,-10396
"900","4379-4124","NC_044053.1","4379",14733625,14753519,"4124",14738525,14751293,"INV",98,97,96,3,3,17668,-14994
"901","439-358","NC_044048.1","439",14756479,14767269,"358",14746497,14795063,"INV",37,59,36,3,3,38584,-20772
"902","4420-4175","NC_044053.1","4420",16692995,16711502,"4175",16739294,16754904,"INV",57,60,56,3,3,61909,27792
"903","4424-4184","NC_044053.1","4424",16915947,16937383,"4184",17064474,17074984,"INV",18,16,16,3,3,159037,127091
"904","4434-4190","NC_044053.1","4434",17206152,17217111,"4190",17206466,17217505,"INV",66,66,66,3,3,11353,-10645
"905","445-363","NC_044048.1","445",14910805,14922662,"363",14882683,14936484,"INV",26,46,26,3,3,25679,-39979
"906","4457-4216","NC_044053.1","4457",17919604,17930092,"4216",17923759,17934212,"INV",40,40,40,3,3,14608,-6333
"907","4462-4225","NC_044053.1","4462",18128749,18139367,"4225",18129026,18142628,"INV",119,120,119,3,3,13879,-10341
"908","4472-4243","NC_044053.1","4472",18608573,18619392,"4243",18609492,18624141,"INV",25,25,25,3,3,15568,-9900
"909","4474-4244","NC_044053.1","4474",18650116,18666935,"4244",18650495,18669636,"INV",119,119,119,3,3,19520,-16440
"910","4492-4267","NC_044053.1","4492",19360998,19371543,"4267",19361447,19371993,"INV",67,67,67,3,3,10995,-10096
"911","4517-4399","NC_044053.1","4517",20080230,20091001,"4399",23493394,23513714,"INV",25,29,25,3,3,3433484,3402393
"912","4520-4303","NC_044053.1","4520",20161010,20171810,"4303",20388387,20399257,"INV",38,38,38,3,3,238247,216577
"913","4530-4310","NC_044053.1","4530",20602951,20621085,"4310",20606373,20625315,"INV",83,84,83,3,3,22364,-14712
"914","4576-4391","NC_044053.1","4576",23189171,23199567,"4391",23189515,23199912,"INV",15,15,15,3,3,10741,-10052
